"epoch","user_id","exp_id","activity","sample","m1","m2","m3","m12","m13","m23","m123","sd1","sd2","sd3","var1","var2","var3","kur1","kur2","kur3","q1_25","skew1","AR1.1","AR1.2","AR12.1","n"
17,"26","52","SITTING",2176,0.0161879288964428,0.0425696714455626,-0.0344232111749534,0.0293788001710027,-0.00911764113925528,0.00407323013530458,0.008111463055684,0.0121515923741644,0.0501740724392223,0.0422525439747729,0.000147661197227852,0.00251743754513633,0.00178527747234012,-0.364741251203339,-0.964646035833391,-1.0936832616844,0.00901026220526546,-0.244248123256839,0.840090580034198,0.709951383019674,0.450441597024428,128
18,"26","52","SITTING",2304,0.0434263149627441,0.141477346096508,-0.131579419465197,0.092451830529626,-0.0440765522512265,0.00494896331565542,0.0177747471980183,0.0467933641182567,0.137026686490144,0.123259313845997,0.00218961892550376,0.0187763128104681,0.0151928584497859,-0.930267328102067,-1.32286523775542,-1.36814998211765,0.00664315948961303,-0.475470606977403,0.937998570066181,0.844026547611697,0.681125857242735,128
19,"26","52","SITTING",2432,0.00935148787220896,-0.00398255509367118,-0.00272025928916264,0.00268446638926889,0.00331561429152316,-0.00335140719141691,0.000882891163125047,0.00889681949910632,0.0295799159050587,0.00890097287323148,7.91533971996784e-05,0.000874971424950346,7.92273180900027e-05,0.8030407868152,0.284623308267558,0.255045300500002,0.0033597587607801,0.315719601834222,0.734538487528622,0.472727806443576,-0.467053559576756,128
20,"26","52","SITTING",2560,0.00760956744102259,-0.00346236513087206,-0.00037463219973688,0.00207360115507527,0.00361746762064286,-0.00191849866530447,0.00125752337013788,0.00531020897834049,0.018679772727712,0.00585811208901904,2.81983193936479e-05,0.000348933909158974,3.4317477247511e-05,-0.506172279789029,-0.532531350398543,-0.443838287254048,0.00397062394768,-0.00841427520005308,0.582502450741105,0.491135223986445,-0.685649181128341,128
21,"26","52","SITTING",2688,0.00648805700484445,0.00280377598141968,-0.00168703799818104,0.00464591649313206,0.0024005095033317,0.000558368991619318,0.00253493166269436,0.00484203514805654,0.0158869557661483,0.00566777862719196,2.34453043750149e-05,0.000252395363515551,3.2123714566854e-05,-0.000400318759452567,-0.0623431535062484,-0.13789286498849,0.0033597587607801,0.291719383331329,0.512153749144961,0.398314713795421,-0.636630797808323,128
22,"26","52","SITTING",2816,0.0072253904520494,0.00162022466133749,-0.00193758820842049,0.00442280755669344,0.00264390112181445,-0.000158681773541502,0.0023026756349888,0.00411827123805104,0.0151979358476011,0.00536366851416888,1.69601579901584e-05,0.0002309772540278,2.87689399298866e-05,-0.31233814057742,-0.665583053660168,-0.105948999886958,0.00419969856739044,0.00443512983677194,0.44604702022881,0.339124779917546,-0.535401328736311,128
23,"26","52","SITTING",2944,0.00715380466613169,0.000699154308449579,-0.000825622563070283,0.00392647948729064,0.0031640910515307,-6.3234127310352e-05,0.00234244547050366,0.00469646521220069,0.0134625809860432,0.00489433561100818,2.20567854894113e-05,0.000181241086805773,2.39545210731828e-05,-0.163059833058348,-0.370001625055344,0.0199004686415094,0.00397062394768,-0.0431222842973506,0.555327240988709,0.424342261580907,-0.603123103090818,128
24,"26","52","SITTING",3072,0.00743298917041102,-0.001107193271082,-0.000768353944295086,0.00316289794966451,0.00333231761305797,-0.000937773607688541,0.00185248065167798,0.00393247489923701,0.0129973501691014,0.00540874784014286,1.54643588331291e-05,0.00016893111141824,2.925455319825e-05,-0.423907240133978,-0.767090861448149,-0.182416950118507,0.00488692196086049,-0.290652919343465,0.415612741020506,0.339850360949613,-0.55372031320051,128
25,"26","52","SITTING",3200,0.00724686618673331,-0.00256038441193596,-0.00129808863334802,0.00234324088739868,0.00297438877669265,-0.00192923652264199,0.00112946438048311,0.00379316981982076,0.0127981369131854,0.00616979371931335,1.43881372819991e-05,0.000163792308448638,3.80663545388785e-05,0.0401874828600239,-0.31984067116301,-0.649877791528688,0.00488692196086049,-0.0128096571752066,0.250751510365338,0.16193778512068,-0.468898525535572,128
26,"26","52","SITTING",3328,0.00705597083447174,0.00246970911825883,-0.00209507689874044,0.00476283997636529,0.00248044696786565,0.000187316109759195,0.00247686768466338,0.00508620583268963,0.0207326754588448,0.00625783177367435,2.5869489772486e-05,0.000429843831681784,3.91604585076082e-05,-0.453539003828808,-1.13153449466036,-0.657340013958292,0.00305432616733015,0.194265888818298,0.594150117131721,0.509871426578148,-0.794426942702096,128
27,"26","52","SITTING",3456,0.00665270431136378,0.00277991412531264,-0.00154863884540646,0.00471630921833821,0.00255203273297866,0.000615637639953093,0.00262799319708999,0.00511530989738444,0.0200946043651264,0.00668578334181664,2.61663953462792e-05,0.000403793124590957,4.46996988937129e-05,-0.5206296622283,-0.468787955636094,-0.286848051252482,0.00297796801896766,-0.0274642043384615,0.549106372474369,0.463677184106019,-0.736705507686755,128
28,"26","52","SIT_TO_STAND",3584,-0.0591465501454422,-0.283832809865999,0.333938077603307,-0.17148968000572,0.137395763728932,0.0250526338686541,-0.00301376080271136,0.0467851715343258,0.222051003302559,0.270181920003694,0.00218885227549629,0.0493066480676729,0.0729982698968827,0.292283887279157,-0.130932801567686,-0.42271781364773,-0.090560769662261,-0.589771291979172,0.904093943029531,0.752153169902471,0.67976737532657,128
29,"26","52","SIT_TO_STAND",3712,-0.0329366130147264,0.0610197110090667,-0.0539446507223147,0.0140415489971701,-0.0434406318685205,0.00353753014337599,-0.00862051757599147,0.094082669780001,0.147375352820874,0.179194784429095,0.0088515487529327,0.021719494619077,0.0321107707665898,-0.420757092884393,-0.110560745640231,1.4674080517628,-0.0926988013088703,0.0186453745991433,0.968192812106937,0.894953287918471,0.31038385901048,128
30,"26","52","STANDING",3840,0.00829440464349318,-0.00695097833408909,0.00314022913221379,0.000671713154702047,0.00571731688785349,-0.00190537460093765,0.00149455181387263,0.0145570064054367,0.0132602461100766,0.0099496258081888,0.000211906435487926,0.000175834126899801,9.89950537229767e-05,1.03452758146043,0.00145071631462512,-0.70935322235696,0.00175623761606403,-1.06921863112399,0.902084651917111,0.782943116145516,0.430680687663881,128
31,"26","52","STANDING",3968,0.00644987798227703,-0.00187077482632958,0.000238619252286299,0.00228955157797373,0.00334424861728166,-0.000816077787021641,0.00160590746941125,0.00766511180081902,0.00749635171903633,0.00574296443691487,5.87539389190549e-05,5.61952890954989e-05,3.29816405236689e-05,-0.132754794487546,-0.130648618615394,-0.521039377816201,0.0021380283869803,-0.418637447671283,0.743543856526578,0.53228857159688,-0.125638862076926,128
32,"26","52","STANDING",4096,0.0100578007961758,-0.000422356017224956,-0.000723016292113243,0.00481772238947542,0.00466739225203128,-0.0005726861546691,0.00297080949561253,0.0106689351446063,0.00937035603445955,0.00630544139724671,0.000113826177119815,8.78035722125325e-05,3.97585912141126e-05,-0.305164696855095,0.723381422228252,-0.291523239296495,0.00297796801896766,0.235995642685881,0.861532695414689,0.670938751966796,-0.300640714924203,128
33,"26","52","STANDING",4224,0.00817986738888976,0.00175385138709316,-0.00248879860941997,0.00496685938799146,0.00284553438973489,-0.000367473611163405,0.00248164005552098,0.00716445905518548,0.00718650037681605,0.0061170748922511,5.13294735534292e-05,5.16457876659773e-05,3.74186052374088e-05,-0.462398663208401,-0.5488774795429,-0.219101685354279,0.00358883338049054,0.0251563862243181,0.728593784337801,0.45890177128906,0.0384041054487034,128
34,"26","52","STANDING",4352,0.00710608083909392,0.000703926756386863,-0.00152239070484939,0.00390500379774039,0.00279184506712227,-0.000409231974231261,0.00209587229687713,0.00706124334822369,0.00764543506655762,0.00502403409649958,4.98611576228332e-05,5.84526773569489e-05,2.52409186027904e-05,-0.251958811704551,-0.613046121129511,-0.46772239867963,0.00297796801896766,-0.458808641262185,0.724515080929193,0.467579725675423,-0.110821636545139,128
35,"26","52","STANDING",4480,0.00657157375508177,0.00165124513614501,-0.00271071451697935,0.00411140944561339,0.00193042961905121,-0.000529734690417172,0.00183736812474914,0.00603704340677601,0.00754357456126603,0.00577676801395028,3.64458930952977e-05,5.690551716138e-05,3.3371048686999e-05,0.367496124486861,-0.344007726427315,-0.357003621885863,0.00305432616733015,-0.0957875365181886,0.556863427974434,0.255053064432543,-0.0440429145053406,128
36,"26","52","STANDING",4608,0.00492271486837126,0.000680064840480554,0.000911525482024444,0.00280138985442591,0.00291712017519785,0.000795795161252499,0.00217143506362542,0.00720195638251129,0.0061149279728886,0.00635084112840407,5.18681757355951e-05,3.73923441136155e-05,4.03331830382287e-05,0.811801694850746,-0.0176197592988596,-0.0521778798080836,0.000305432622553781,0.511414005317559,0.744094107790215,0.578834718875803,0.283626105385014,128
37,"26","52","STANDING",4736,0.615437189587738,-0.131455336622821,-0.0135273252453771,0.241990926482458,0.30095493217118,-0.0724913309340991,0.156818175906513,0.944406239187987,0.266047687348004,0.19631958320545,0.891903144617198,0.0707813719432212,0.0385413787499615,0.453942160852138,2.20299641787314,1.69080263492251,0.00282525172224268,1.33068050472129,0.990507523249915,0.965749758380779,-0.680609037768355,128
38,"26","52","STAND_TO_LIE",4864,-0.331566200493398,0.108562207686191,-0.711946739931591,-0.111501996403604,-0.521756470212495,-0.3016922661227,-0.311650244246266,0.349711076874877,0.319397874220736,0.380803531784113,0.122297837288986,0.102015002056725,0.145011329819254,-0.48393314334876,-1.18534875889856,0.210441068497212,-0.598418891429901,-0.0363614112104025,0.965004653650493,0.90018960701021,0.342184808439997,128
39,"26","52","LAYING",4992,-0.00435718727180756,0.0146965588155581,-0.0133388153449232,0.00516968577187526,-0.00884800130836538,0.000678871735317443,-0.000999814600390893,0.096559368480404,0.114215857892439,0.0863841207435184,0.00932371164133444,0.0130452621941057,0.00746221631663077,2.27397597380044,4.78600055359114,4.70319684912489,-0.0400880323722958,0.587288356655016,0.912602816747557,0.749063245525301,0.26755858688025,128
40,"26","52","LAYING",5120,0.00536893281991979,0.00455524119365691,-0.000742105828749118,0.00496208700678835,0.00231341349558534,0.0019065676824539,0.00306068939494253,0.00899833015276088,0.017804886521771,0.0055758865642496,8.09699455380857e-05,0.000317013984053144,3.10905109773792e-05,2.72278511995277,-0.145060918658364,-0.459467778807105,-0.000305432622553781,1.07195669090109,0.659824109164751,0.392013312881896,-0.335876138363422,128
41,"26","52","LAYING",5248,0.00778614566229408,-0.000987883649258947,-0.00214041455296865,0.00339913100651756,0.00282286555466271,-0.0015641491011138,0.00155261582002216,0.00853242109667564,0.0222792780888704,0.00546918654449844,7.28022097709956e-05,0.000496366232161222,2.99120014585227e-05,0.761248581156245,-1.09330550912224,-0.540260402008251,0.00183259579353034,-0.248963522431661,0.687914974931144,0.493757536976304,-0.558346042229244,128
42,"26","52","LAYING",5376,0.00815600551163698,0.000477238520488755,-0.00212848357296025,0.00431662201606287,0.00301376096933836,-0.000825622526235747,0.00216825348638849,0.0117072239481501,0.0265798589573015,0.00561019818405897,0.000137059092572139,0.000706488902190042,3.14743236644186e-05,1.55898393138363,-0.301850163799566,0.142857734084142,0.00083993973385077,1.30882655789311,0.828756375318628,0.666853542188093,-0.743351084088787,128
43,"26","52","LAYING",5504,0.0058915089182392,0.00306148479717194,-0.00094970455256771,0.00447649685770557,0.00247090218283574,0.00105589012230212,0.00266776305428114,0.00511016854642322,0.0119406334959982,0.00540851014369629,2.61138225728532e-05,0.000142578728285754,2.92519819744656e-05,0.566974436920436,2.39425291292831,1.27121583191278,0.0027488935738802,0.385213780589489,0.425993652992921,0.145801279695486,-0.163586684777002,128
44,"26","52","LAYING",5632,0.00626136877940553,-0.00124797857392878,-0.000412811272326508,0.00250669510273838,0.00292427875353951,-0.000830394923127642,0.00153352631105008,0.01157602096234,0.0192697413239927,0.00541670119278819,0.000134004261320536,0.000371322930693594,2.9340651811953e-05,20.3387698176489,0.227973411950534,2.04015198079457,0.00206167023861781,-3.35335900811269,0.395491762658557,0.276198320686957,-0.46994814151568,128
45,"26","52","LAYING",5760,0.00702256412796487,0.00128854390254674,-0.000868574011064993,0.0041555540152558,0.00307699505844994,0.000209984945740871,0.00248084467314887,0.006064420588062,0.0125052709379927,0.00580624899968476,3.67771970689103e-05,0.000156381801232604,3.37125274463403e-05,0.763232551833253,0.839176999655532,-0.15753805726444,0.0027488935738802,0.295577944754325,0.50975021678221,0.354174368568141,-0.321621014042294,128
46,"26","52","LAYING",5888,0.00739719631746993,0.00184452669850543,-0.000935387390427422,0.00462086150798768,0.00323090446352126,0.000454569654039006,0.00276877854184931,0.00450214945387589,0.00855953146446236,0.00493668467398855,2.0269349705035e-05,7.32655788911211e-05,2.43708555703935e-05,-0.0181250893356144,0.966478835464884,0.641014445885391,0.00427605677396059,0.0785723928090395,0.25972462695439,0.120759049663095,-0.0472719369692498,128
47,"26","52","LAYING",6016,0.00814168833403528,0.000207598706083445,-0.00131001961926813,0.00417464352005936,0.00341583435738357,-0.000551210456592344,0.00234642247361686,0.00848895882947029,0.0185551590329851,0.00518876744427198,7.20624220084416e-05,0.000344293926739369,2.69233075907368e-05,-0.38196217932301,-0.836962141396973,-0.229762339414035,0.0027488935738802,-0.0389117898282842,0.761619197557422,0.691061709395819,-0.697202090747583,128
48,"26","52","LAYING",6144,0.0294885655000599,-0.139387040758265,0.107906005797759,-0.0549492376291028,0.0686972856489092,-0.0157405174802534,-0.000664156486815654,0.0763198188472185,0.353219240355601,0.260532128423881,0.00582471474887225,0.124763831757388,0.0678769899410778,4.7698732861503,1.13473858746617,1.39298860618619,0.00122173049021512,1.28164186864181,0.782932799838408,0.42802878608866,-0.539138061495693,128
49,"26","52","LIE_TO_SIT",6272,0.428416978159476,-0.0811162230929767,0.532693581903004,0.173650377533249,0.48055528003124,0.225788679405014,0.293331445656501,0.492599624405806,0.243210075643095,0.592907021134299,0.242654389964741,0.0591511408943201,0.351538735710348,-0.0329395162390749,-0.0357719614008052,-1.11435735698565,0.0427605668082833,1.04791629614991,0.982496055267732,0.942983935882251,-0.0315253381439056,128
50,"26","52","SITTING",6400,-0.00226926895129509,0.00405891320315277,0.0320942873127024,0.00089482212592884,0.0149125091807036,0.0180766002579276,0.0112946438548533,0.0201616751221032,0.0365038323376353,0.0673717724452006,0.000406493143729236,0.00133252977533419,0.00453895572240789,2.31387029665019,7.03706250478714,0.887990792712422,-0.00748309935443103,-1.48643351209389,0.847306935941404,0.64585529862542,-0.00915353873322218,128
51,"26","52","SITTING",6528,0.00633295452166749,0.00716573563749989,-0.00545006332254161,0.00674934507958369,0.00044144559956294,0.000857836157479142,0.00268287561220859,0.00542210857929025,0.010799143308788,0.0134997028453227,2.9399261445613e-05,0.000116621496203741,0.000182241976912014,0.000538044438069818,-0.309133076126376,-0.510184226288024,0.00305432616733015,-0.394472508913866,0.651985617875974,0.493062035991522,-0.195115900281482,128
52,"26","52","SITTING",6656,0.0051995131655076,0.0157655729353792,-0.00421401568974034,0.0104825430504434,0.00049274873788363,0.00577577862281942,0.00558369013704881,0.00832336959012491,0.0155744520827773,0.0107148404790196,6.9278481333816e-05,0.000242563557678726,0.000114807806490838,1.70049538510293,-0.345724032627734,0.400027637337585,0.00175623761606403,-0.820958865427077,0.834419080814558,0.745953177705739,-0.439022183981449,128
53,"26","52","SITTING",6784,0.00697006787027021,0.00317840821821846,0.000758809177796138,0.00507423804424434,0.00386443852403318,0.0019686086980073,0.00363576175542827,0.00539970202956469,0.008810477143637,0.0102435523792869,2.91567820080851e-05,7.76245074985499e-05,0.000104930365347195,-0.517947734105303,-0.419407625312174,-0.72448943835089,0.0033597587607801,0.0161988954155149,0.676204338865885,0.592822145799073,0.285642187749247,128
54,"26","52","SITTING",6912,0.00784818669626475,0.000377018404606133,0.00115014472544317,0.00411260255043544,0.00449916571085396,0.000763581565024651,0.00312511660877135,0.00455948040636892,0.0123108900714381,0.007371999726591,2.07888615760621e-05,0.000151558014351034,5.43463799688578e-05,-0.252419012082461,-0.727387084133855,-0.850270316217831,0.0045814891345799,-0.0176475122873428,0.3871394112224,0.445307268285965,-0.379371035732674,128
55,"26","52","SITTING",7040,0.00737572057755642,0.00175862380933722,-0.00095447691364825,0.00456717219344682,0.00321062183195409,0.000402073447844487,0.0027266224910818,0.00368280365445918,0.00988272023563324,0.00705119924095881,1.35630427572979e-05,9.76681592557947e-05,4.9719410735698e-05,-0.309633635979883,0.695121474349642,0.0748015213166986,0.00427605677396059,0.355412433199278,0.179171897223933,0.141088267146425,-0.268399395579854,128
56,"26","52","SITTING",7168,0.00733276913410918,0.000379404610839629,-0.000174192057784239,0.00385608687247441,0.00357928853816247,0.000102606276527695,0.00251266056238819,0.00377721433095665,0.0093740886972303,0.00557878403639851,1.42673481019843e-05,8.78735389035409e-05,3.11228313247748e-05,-0.423625730262372,-0.470493925115331,-0.298514208448631,0.0045814891345799,-0.0400189473332165,0.277772556235139,0.0261908354178576,-0.3551286972603,128
57,"26","52","SITTING",7296,0.00370814293046351,-0.00990985698103941,0.000479624662148126,-0.00310085702528795,0.00209388379630582,-0.00471511615944564,-0.00190736312947593,0.00799239599549674,0.0290729608590289,0.0149927860136708,6.38783937488323e-05,0.000845237053110629,0.000224783632451724,2.01407218552247,4.40980434683078,1.89552622632972,0.00122173049021512,-1.45951014130701,0.697385752971553,0.523997897690782,0.450635654156511,128
58,"26","52","SITTING",7424,0.00914150291009719,-0.00242675769027301,-0.00454331026162436,0.00335737260991209,0.00229909632423642,-0.00348503397594868,0.000723811652733275,0.0058332277174875,0.0116070921503501,0.00873163358029162,3.40265456040645e-05,0.000134724588186718,7.62414249804763e-05,0.746849680498431,0.3845696517052,-0.265855763358105,0.00542142905760556,0.403036342524111,0.649205714124035,0.414559592934086,-0.226525215751634,128
59,"26","52","SITTING",7552,0.00693904739523532,0.00314261536982485,-0.00207360119156874,0.00504083138253009,0.00243272310183329,0.000534507089128056,0.00266935385783048,0.00335394634576017,0.00688689172054637,0.00624160235145072,1.1248956090238e-05,4.74292775705301e-05,3.89575999136352e-05,-0.611101961521752,-0.271762196039768,0.00284122832957712,0.00481056375429034,-0.145287351200542,-0.00772507669892198,0.121593287362968,-0.0819717905130297,128
60,"26","52","SITTING",7680,0.0077694423189314,-0.000386563148367713,-0.00177294089735369,0.00369143958528184,0.00299825071078885,-0.0010797520228607,0.00186997942440333,0.00393387052473843,0.0099031940458638,0.00881111256798615,1.54753373054058e-05,9.80732523100321e-05,7.76357046857235e-05,-0.160967720805262,0.069768815316408,-0.736740872223848,0.00488692196086049,-0.390501024858403,0.302372250916734,0.0646327146957969,-0.124693075276352,128
61,"26","52","SITTING",7808,0.0072277766823845,0.0021260973844619,-0.00229313086583716,0.0046769370334232,0.00246732290827367,-8.35167406876281e-05,0.00235358106700308,0.00363081485542765,0.0105322327330763,0.0065781030262976,1.31828165143941e-05,0.000110927926343684,4.32714394245857e-05,0.636801750352536,-0.847753949971193,-0.46278758146441,0.00488692196086049,-0.22141988651408,0.226580874216659,-0.0415734923011618,-0.160390142094534,128
62,"26","52","SIT_TO_LIE",7936,-0.157171332672306,-0.0679539858738281,-0.277022616872728,-0.112562659273067,-0.217096974772517,-0.172488301373278,-0.16738264513962,0.323448805287081,0.109809623959691,0.326224122334681,0.10461912964164,0.0120581535141687,0.106422177993033,3.75222147641354,1.3617602530332,-1.46678866162791,-0.151112783700228,-2.19299756059201,0.994544056530345,0.986074431312626,0.835166236408319,128
63,"26","52","SIT_TO_LIE",8064,-0.234314546876703,0.130851632510712,-0.376748754664732,-0.0517314571829956,-0.305531650770718,-0.12294856107701,-0.160070556343574,0.568879512051817,0.659150845865706,0.372915583369846,0.323623899232314,0.434479837605476,0.139066032320073,-0.134331550979655,0.631679742955269,-1.26327613755625,-0.561461538076401,-0.143744104798231,0.980030251252271,0.940617061384411,0.232510148914823,128
64,"26","52","LAYING",8192,-0.0125943233392718,0.0249261653975736,0.00466977835208127,0.00616592102915092,-0.00396227249359526,0.0147979718748275,0.00566720680346104,0.0304977617312929,0.0526404615808141,0.0220461323237076,0.000930113470618712,0.00277101819544116,0.000486031950434425,3.12611585253793,2.30972873820136,7.35318631973598,-0.0224492978304625,-1.21858490284697,0.801462821827016,0.593466564189644,-0.360934610139605,128
65,"26","52","LAYING",8320,0.00706312936108588,0.00539040857302098,-0.00148898403449493,0.00622676896705343,0.00278707266329548,0.00195071226926302,0.00365485129987064,0.00636897618461715,0.0241198930330476,0.00463940399035356,4.05638576402205e-05,0.000581769239925656,2.15240693857086e-05,-0.169533035387571,0.273131662884368,-0.39390642873205,0.00297796801896766,0.0101962413064419,0.498322549493277,0.156388513533456,0.265355566591501,128
