"epoch","user_id","exp_id","activity","sample","m1","m2","m3","m12","m13","m23","m123","sd1","sd2","sd3","var1","var2","var3","kur1","kur2","kur3","q1_25","skew1","AR1.1","AR1.2","AR12.1","n"
53,"17","34","SITTING",6784,0.967860287505002,-0.0127929694340589,-0.342393675626586,0.477533659035471,0.312733305939208,-0.177593322530322,0.204224547481452,0.00384527661363747,0.00458378872312497,0.00815641290105761,1.47861522353872e-05,2.10111190582476e-05,6.6527071412539e-05,4.2989062694347,7.98136476386354,1.55230646268706,0.96666670854283,-1.13422422756034,0.429896189138169,0.0994842504033006,-0.0551441427411301,128
54,"17","34","SITTING",6912,0.959212265388177,-0.018478733486747,-0.36587458059393,0.470366765950715,0.296668842397124,-0.192176657040338,0.191619650435833,0.00400826560976979,0.0136401159062982,0.0115477469648203,1.60661931984632e-05,0.000186052761937249,0.000133350459963517,0.4882451887218,3.77314920060068,0.438789016864022,0.956944465360051,-0.480882625395765,0.702492015653375,0.482800670720409,-0.307123018681871,128
55,"17","34","SITTING",7040,0.959027803184932,-0.0226345495339257,-0.367111559008588,0.468196626825503,0.295958122088172,-0.194873054271257,0.189760564880806,0.00246488450696151,0.00277974231780163,0.00491721377079069,6.07565563265886e-06,7.72696735337718e-06,2.41789912676536e-05,-0.511345703125014,0.119279062604007,0.00290407022495165,0.956944465360051,-0.100632467393255,0.382110778443114,-0.0012041581417365,-0.171095881212148,128
56,"17","34","SITTING",7168,0.958431013703847,-0.0237521712157305,-0.368543851673887,0.467339421244058,0.29494358101498,-0.196148011444809,0.188711663604743,0.00291223571669013,0.00313165744584075,0.00634338965954924,8.48111686956566e-06,9.80727835808979e-06,4.02385923728762e-05,0.479869160670575,0.303257594948166,0.813853987913739,0.956944465360051,-0.661712789752697,0.250297388172544,0.170054893731543,-0.0326390380705511,128
57,"17","34","SITTING",7296,0.960145427122238,-0.0200954870294422,-0.364246976147169,0.470024970046398,0.297949225487534,-0.192171231588306,0.191934321315209,0.00243736196699632,0.00369295142462377,0.00596237363929496,5.94073335816017e-06,1.36378902246307e-05,3.55498994145594e-05,-0.898818417191066,1.20442030788121,-0.328950863567775,0.958333357243305,0.167502344195884,0.299891638458972,-0.0262428805497429,0.0760936049968172,128
58,"17","34","SITTING",7424,0.961252200341706,-0.0185221362816788,-0.360351576040833,0.471365032030014,0.300450312150437,-0.189436856161256,0.194126162673065,0.00254874209284362,0.00353036343023767,0.00590249743521215,6.49608625583288e-06,1.24634659495595e-05,3.4839475972686e-05,0.305874847358183,0.218792298261508,0.110431751043483,0.959722249126559,-0.087789905300608,0.313086403324928,0.0266380670040329,0.128396029725374,128
59,"17","34","SITTING",7552,0.961328155366572,-0.0203993064552214,-0.362651923663986,0.470464424455675,0.299338115851293,-0.191525615059604,0.192758975082455,0.00274719920668186,0.00326887036214925,0.00521493678857166,7.54710348119342e-06,1.06855134445378e-05,2.71955657087981e-05,0.256940654469568,0.100818070894293,0.782197731450803,0.959722249126559,0.481149849845126,0.372816565081054,0.100339204573138,0.0572222176216208,128
60,"17","34","SITTING",7680,0.960839874583361,-0.0128255215178302,-0.363389771337343,0.474007176532765,0.298725051623009,-0.188107646427586,0.194874860576063,0.00652160256722184,0.0206377416328794,0.0135060255004821,4.25313000447944e-05,0.000425916379705485,0.000182412724819672,2.78990483166897,2.68722130310103,3.04437015475066,0.958333357243305,-0.424043804508879,0.688612191751834,0.312359599316641,0.0888639955204957,128
61,"17","34","SIT_TO_LIE",7808,0.717003062617168,0.496440990011029,-0.371495239847683,0.606722026314099,0.172753911384743,0.062472875081673,0.280649604260171,0.132407469351441,0.277207525100656,0.198963627057986,0.0175317379400529,0.0768440119724307,0.0395865248920694,-1.05421702938193,-1.09039914679645,0.988755069380874,0.607986121206288,0.563782330489637,0.985092405404063,0.964654072670734,-0.877571421829118,128
62,"17","34","SIT_TO_LIE",7936,0.515462259417866,0.66271703637583,0.479557308262557,0.589089647896848,0.497509783840211,0.571137172319193,0.552578868018751,0.199431534927096,0.0778891030554559,0.177586633921922,0.0397729371233774,0.00606671237478342,0.0315370125477189,-1.34230495986492,0.0156096521773232,-1.22596484518972,0.280208353960222,-0.412070136403606,0.986498638052289,0.970477926226979,-0.374384689901638,128
63,"17","34","LAYING",8064,0.209016935285696,0.5853732835427,0.783886746436911,0.397195109414198,0.496451840861304,0.684630014989805,0.526092321755102,0.0872831814354171,0.0872551480983048,0.0645780387912694,0.00761835376148794,0.00761346086965711,0.0041703230941267,2.72698629092805,1.04168742421938,2.24594118636623,0.1993055628272,-1.57975704383404,0.973347239123489,0.923486082055355,0.572229518436994,128
64,"17","34","LAYING",8192,0.17739800942969,0.578624152812278,0.80537112596987,0.378011081120984,0.49138456769978,0.691997639391074,0.520464429403946,0.0341377832188979,0.024664338178273,0.0223940605135116,0.00116538824310047,0.000608329577772213,0.000501493946282818,2.84185188973603,-0.879177842395974,-0.753008557686155,0.161111118090472,-0.765074162963353,0.811174551993179,0.490531942690798,-0.168356111075829,128
65,"17","34","LAYING",8320,0.180685771378925,0.577853754504903,0.807063829215487,0.379269762941914,0.493874800297206,0.692458791860195,0.521867785033105,0.00533928802440979,0.0162058165425276,0.0131137919209037,2.85079966076058e-05,0.000262628489810062,0.000171971538544758,0.768151741234567,-1.24782028050217,0.15108074387049,0.177777784221628,-0.617153870100814,0.608332621062263,0.267793290935134,-0.387396199871965,128
66,"17","34","LAYING",8448,0.184331604880021,0.557096377625571,0.819498723367204,0.370713991252796,0.501915164123613,0.688297550496388,0.520308901957599,0.00386576687439032,0.00519742589267432,0.00624155495133061,1.49441535271335e-05,2.70132359098415e-05,3.89570082104797e-05,0.122581493156518,0.158930459542243,0.335899191612646,0.181944447715425,-0.339492034140987,0.463922473402354,0.00786304679214094,0.210907235984028,128
67,"17","34","LAYING",8576,0.180154086964614,0.583539516976514,0.80257164304693,0.381846801970564,0.491362865005772,0.693055580011722,0.522088415662686,0.00517669398810807,0.00658424602532412,0.00654955931744457,2.67981606465142e-05,4.33522957219965e-05,4.2896727252725e-05,-0.181085328938819,0.218864209384634,0.0108836655940387,0.176388892338373,0.0482928392610881,0.70670039537126,0.469378837573278,-0.675321674750809,128
